artist,song_name,quarterly_date,n_streams
Giggs,Peligro,2017 Q4,854371
Harry Styles,Sign of the Times,2017 Q4,851270
Giggs,Lock Doh,2017 Q4,850926
Cheat Codes,Feels Great (feat. Fetty Wap & CVBZ),2017 Q4,850919
Ed Sheeran,Dive,2017 Q4,843892
Kygo,Kids in Love,2017 Q4,843700
Duke Dumont,Real Life,2017 Q4,839459
Eminem,Nowhere Fast (feat. Kehlani),2017 Q4,835932
Outkast,Hey Ya!,2017 Q4,835549
Sam Smith,Palace,2017 Q4,832374
Eminem,Untouchable,2017 Q4,828446
Sam Smith,Scars,2017 Q4,826788
Dua Lipa,Be the One,2017 Q4,824990
Taylor Swift,...Ready For It?,2017 Q4,813596
East 17,Stay Another Day,2017 Q4,809868
Sam Smith,The Thrill Of It All,2017 Q4,807565
Eminem,Need Me (feat. Pink),2017 Q4,797582
Louis Tomlinson,Miss You,2017 Q4,793290
Eminem,Chloraseptic (feat. Phresher),2017 Q4,791005
Gwen Stefani,You Make It Feel Like Christmas (feat. Blake Shelton),2017 Q4,772870
Noel Gallagher's High Flying Birds,Holy Mountain,2017 Q4,768864
Tony Bennett,Winter Wonderland,2017 Q4,742405
Sam Smith,One Day At A Time,2017 Q4,741967
Eminem,Revival (Interlude),2017 Q4,741196
Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",2017 Q4,740234
Elbow,Golden Slumbers,2017 Q4,723894
Eminem,Framed,2017 Q4,719225
The Ronettes,Frosty the Snowman,2017 Q4,691324
Eminem,In Your Head,2017 Q4,688005
Eminem,Heat,2017 Q4,681970
Eminem,Castle,2017 Q4,678337
Eminem,Offended,2017 Q4,676901
Sam Smith,I'm Not The Only One,2017 Q4,655206
Eminem,Arose,2017 Q4,640632
Not3s,Addison Lee (Peng Ting Called Maddison),2017 Q4,593233
Mike Oldfield,In Dulce Jubilo,2017 Q4,590705
Calvin Harris,Slide (feat. Frank Ocean & Migos),2017 Q4,587230
Michael Jackson,Rockin' Robin,2017 Q4,574193
Vance Joy,Riptide,2017 Q4,568946
Post Malone,No Option,2017 Q4,568907
J. Cole,No Role Modelz,2017 Q4,561211
Smash Mouth,All Star,2017 Q4,558562
Imagine Dragons,Demons,2017 Q4,557630
Liam Gallagher,Bold,2017 Q4,537563
Aled Jones,Walking in the Air,2017 Q4,536830
Ella Fitzgerald,Baby It's Cold Outside,2017 Q4,529401
Maroon 5,Wait,2017 Q4,521713
Chris de Burgh,A Spaceman Came Travelling,2017 Q4,521678
Dave,Game Over,2017 Q4,511230
Dave,My 19th Birthday,2017 Q4,509305
Bob B. Soxx & The Blue Jeans,Here Comes Santa Claus,2017 Q4,508715
The Waitresses,Christmas Wrapping,2017 Q4,501175
Michael Jackson,Thriller,2017 Q4,497503
Nat King Cole,Deck The Halls,2017 Q4,496564
Liam Gallagher,Paper Crown,2017 Q4,491650
Frank Sinatra,Have Yourself A Merry Little Christmas - Remastered,2017 Q4,484576
Giggs,Ultimate Gangsta,2017 Q4,479550
Dave,Attitude,2017 Q4,474894
Liam Gallagher,Come Back to Me,2017 Q4,472705
Dave,Calling Me Out,2017 Q4,467781
Liam Gallagher,Chinatown,2017 Q4,466811
The Darkness,Christmas Time (Don’t Let The Bells End),2017 Q4,457900
Burl Ives,A Holly Jolly Christmas - Single Version,2017 Q4,454494
Ed Sheeran,Perfect Symphony (Ed Sheeran & Andrea Bocelli),2017 Q4,452367
Stevie Wonder,What Christmas Means To Me,2017 Q4,449387
Eminem,Untouchable,2017 Q4,447590
The Jackson 5,I Saw Mommy Kissing Santa Claus,2017 Q4,446880
Michael Bublé,Have Yourself a Merry Little Christmas,2017 Q4,437419
Jax Jones,Breathe,2017 Q4,428665
Dave,Question Time,2017 Q4,423503
Liam Gallagher,When I'm in Need,2017 Q4,422683
Mel Tormé,The Christmas Song (Chestnuts Roasting On an Open Fire),2017 Q4,418558
Liam Gallagher,You Better Run,2017 Q4,412791
John Williams,"Main Title ""Somewhere in My Memory"" (From ""Home Alone"") - Voice",2017 Q4,408909
Bing Crosby,Winter Wonderland,2017 Q4,408786
JP Cooper,September Song,2017 Q4,403337
Noel Gallagher's High Flying Birds,She Taught Me How To Fly,2017 Q4,401488
Niall Horan,This Town,2017 Q4,400789
Giggs,Gully Niggaz,2017 Q4,400615
Giggs,The Essence,2017 Q4,399645
Kygo,Kids in Love (feat. The Night Game),2017 Q4,396809
Sam Smith,Burning,2017 Q4,394046
Coldplay,Christmas Lights - Live from Spotify London,2017 Q4,393579
Martin Garrix,So Far Away (feat. Jamie Scott & Romy Dya),2017 Q4,393529
Giggs,Times Tickin',2017 Q4,391860
N.E.R.D,Lemon,2017 Q4,386642
Michael Bublé,Santa Baby,2017 Q4,383585
AJ Tracey,Quarterback (Secure The Bag!),2017 Q4,383393
Ariana Grande,Snow In California,2017 Q4,377322
Sia,Snowman,2017 Q4,375717
Lil Peep,Save That Shit,2017 Q4,369926
Cardi B,Bartier Cardi (feat. 21 Savage),2017 Q4,369742
Enrique Iglesias,SUBEME LA RADIO REMIX,2017 Q4,367563
OneRepublic,Rich Love (with Seeb),2017 Q4,366469
fun.,Sleigh Ride,2017 Q4,363844
Charli XCX,Out of My Head (feat. Tove Lo and ALMA),2017 Q4,362523
Elvis Presley,Blue Christmas,2017 Q4,359803
Giggs,Gangstas & Dancers,2017 Q4,358992
Liam Gallagher,I Get By,2017 Q4,357016
Krept & Konan,Champions League,2017 Q4,354547
Bing Crosby,Silent Night,2017 Q4,354479
Fredo,Change,2017 Q4,354322
KSI,Little Boy,2017 Q4,352957
Niall Horan,On The Loose,2017 Q4,349917
Elbow,Golden Slumbers,2017 Q4,349608
Krept & Konan,For Me,2017 Q4,345287
BTS,MIC Drop (feat. Desiigner) [Steve Aoki Remix],2017 Q4,342585
JP Cooper,September Song,2017 Q4,342257
Charli XCX,Out of My Head (feat. Tove Lo and ALMA),2017 Q4,337657
Ray Parker Jr.,Ghostbusters,2017 Q4,336260
Taylor Swift,I Did Something Bad,2017 Q4,334877
Krept & Konan,Get A Stack,2017 Q4,328963
KSI,Adam's Apple,2017 Q4,328620
Taylor Swift,End Game,2017 Q4,325440
Daryl Hall & John Oates,You Make My Dreams (Come True),2017 Q4,324379
Chris Brown,High End (feat. Future & Young Thug),2017 Q4,323600
Liam Gallagher,I've All I Need,2017 Q4,321197
Liam Gallagher,Universal Gleam,2017 Q4,319196
Fall Out Boy,The Last Of The Real Ones,2017 Q4,316997
Giggs,Straight Lifestyle,2017 Q4,315927
Yungen,All Night (feat. Mr Eazi),2017 Q4,315365
Miley Cyrus,Younger Now,2017 Q4,313652
Krept & Konan,Last Night In LA - Konan Freestyle,2017 Q4,313403
Krept & Konan,On My Life,2017 Q4,307154
Lil Peep,Benz Truck - гелик,2017 Q4,304209
Diplo,Get It Right (feat. MØ),2017 Q4,303859
Lil Peep,Awful Things,2017 Q4,303171
Jonas Blue,We Could Go Back,2017 Q4,302268
KSI,"Two Birds, One Stone",2017 Q4,300370
Mabel,Finders Keepers - Remix,2017 Q4,298643
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),2017 Q4,295755
AJ Tracey,Blacked Out,2017 Q4,292591
Fall Out Boy,HOLD ME TIGHT OR DON’T,2017 Q4,291516
The Goo Goo Dolls,Iris,2017 Q4,289259
Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,2017 Q4,287686
Plan B,Heartbeat,2017 Q4,287656
Julia Michaels,Issues,2017 Q4,287201
Fleetwood Mac,Everywhere - 2017 Remaster,2017 Q4,286007
AC/DC,Highway to Hell,2017 Q4,285618
Krept & Konan,Khalas,2017 Q4,283961
Liam Gallagher,Doesn't Have to Be That Way,2017 Q4,283904
Noel Gallagher's High Flying Birds,It's A Beautiful World,2017 Q4,283861
Eminem,Love The Way You Lie,2017 Q4,282657
Passenger,Let Her Go,2017 Q4,281472
Eminem,Rap God,2017 Q4,281353
Stevie Wonder,Superstition - Single Version,2017 Q4,280935
Krept & Konan,Told You,2017 Q4,277203
XXXTENTACION,Fuck Love (feat. Trippie Redd),2017 Q4,276784
Wretch 32,His & Hers (Perspectives),2017 Q4,276557
Abra Cadabra,Robbery Remix,2017 Q4,276242
P!nk,Whatever You Want,2017 Q4,276170
Zedd,Get Low (with Liam Payne),2017 Q4,275927
Major Lazer,Lean On (feat. MØ & DJ Snake),2017 Q4,274872
Chris Brown,Confidence,2017 Q4,274724
Dua Lipa,Blow Your Mind (Mwah),2017 Q4,274099
Franz Ferdinand,Take Me Out,2017 Q4,271080
Hardy Caprio,Super Soaker,2017 Q4,271019
The Vamps,Personal,2017 Q4,270434
Tom Zanetti,You Want Me (feat. Sadie Ama),2017 Q4,270200
Jess Glynne,Don't Be so Hard on Yourself,2017 Q4,269443
Zara Larsson,Lush Life,2017 Q4,269003
Little Mix,No More Sad Songs,2017 Q4,268922
James Arthur,Can I Be Him,2017 Q4,268460
Eurythmics,Sweet Dreams (Are Made of This) - Remastered,2017 Q4,266385
Martin Garrix,Scared to Be Lonely,2017 Q4,266031
Liam Gallagher,Wall of Glass,2017 Q4,263960
Nirvana,Smells Like Teen Spirit,2017 Q4,263828
Taylor Swift,Shake It Off,2017 Q4,263139
Martin Garrix,There for You,2017 Q4,261855
Drake,Fake Love,2017 Q4,260261
Drake,God's Plan,2018 Q1,45665157
Ramz,Barking,2018 Q1,30712500
Dua Lipa,IDGAF,2018 Q1,29300955
Eminem,River (feat. Ed Sheeran),2018 Q1,28267194
Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2018 Q1,22697200
Keala Settle,This Is Me,2018 Q1,22252083
Jax Jones,Breathe,2018 Q1,20238177
Portugal. The Man,Feel It Still,2018 Q1,19889389
Bruno Mars,Finesse - Remix; feat. Cardi B,2018 Q1,19109371
Jason Derulo,Tip Toe (feat. French Montana),2018 Q1,18574472
Zac Efron,Rewrite The Stars,2018 Q1,18273783
Marshmello,FRIENDS,2018 Q1,18007508
NF,Let You Down,2018 Q1,17950165
Dua Lipa,New Rules,2018 Q1,17833774
Camila Cabello,Never Be the Same,2018 Q1,17519087
Clean Bandit,I Miss You (feat. Julia Michaels),2018 Q1,17282270
Not3s,My Lover - Radio Edit,2018 Q1,16551639
Rita Ora,Anywhere,2018 Q1,16464414
MK,17,2018 Q1,16168101
Camila Cabello,Havana (feat. Young Thug),2018 Q1,15965614
Dave,No Words,2018 Q1,15427468
Hugh Jackman,The Greatest Show,2018 Q1,15413439
Post Malone,I Fall Apart,2018 Q1,15155805
Mabel,Fine Line (with Not3s),2018 Q1,14105231
G-Eazy,Him & I (with Halsey),2018 Q1,13954216
Post Malone,Psycho (feat. Ty Dolla $ign),2018 Q1,13764493
Liam Payne,For You (Fifty Shades Freed) (& Rita Ora),2018 Q1,13467590
RAYE,Decline,2018 Q1,13232158
B Young,Jumanji,2018 Q1,12928412
The Weeknd,Pray For Me (with Kendrick Lamar),2018 Q1,12802041
Ziv Zaifman,A Million Dreams,2018 Q1,12770340
Marshmello,Silence,2018 Q1,12745182
J Hus,Bouff Daddy,2018 Q1,12664994
Selena Gomez,Wolves,2018 Q1,12547183
Hugh Jackman,The Other Side,2018 Q1,12239587
Ed Sheeran,Shape of You,2018 Q1,12213647
Kendrick Lamar,All The Stars (with SZA),2018 Q1,12062863
Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)",2018 Q1,11943461
BlocBoy JB,Look Alive (feat. Drake),2018 Q1,11923737
Stormzy,"Blinded By Your Grace, Pt. 2 (feat. MNEK)",2018 Q1,11806064
Loren Allred,Never Enough,2018 Q1,11775647
Steel Banglez,"Bad (feat. Yungen, MoStack, Mr Eazi & Not3s)",2018 Q1,11654684
Sigrid,Strangers,2018 Q1,11144460
Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),2018 Q1,11088267
Ed Sheeran,Perfect,2018 Q1,11024516
Sam Smith,Too Good At Goodbyes,2018 Q1,10306854
Post Malone,rockstar,2018 Q1,10285407
French Montana,Unforgettable,2018 Q1,10099289
James Arthur,Naked,2018 Q1,9989910
Mabel,Finders Keepers,2018 Q1,9810913
Bazzi,Mine,2018 Q1,9790367
Hugh Jackman,Come Alive,2018 Q1,9671479
CamelPhat,Cola,2018 Q1,9604998
Craig David,I Know You (feat. Bastille),2018 Q1,9270220
Hugh Jackman,From Now On,2018 Q1,9225812
Big Shaq,Man's Not Hot,2018 Q1,9104098
Justin Timberlake,Say Something (feat. Chris Stapleton),2018 Q1,8844612
Jorja Smith,Let Me Down,2018 Q1,8677740
Khalid,Young Dumb & Broke,2018 Q1,8623353
Lil Uzi Vert,XO Tour Llif3,2018 Q1,8472405
Stefflon Don,Hurtin' Me,2018 Q1,8380827
Post Malone,rockstar,2018 Q1,8306779
Camila Cabello,She Loves Control,2018 Q1,8284378
Bebe Rexha,Meant to Be (feat. Florida Georgia Line),2018 Q1,8263317
Zedd,The Middle,2018 Q1,8051331
The Killers,Mr. Brightside,2018 Q1,7845151
Post Malone,Congratulations,2018 Q1,7817706
Charlie Puth,How Long,2018 Q1,7715906
Kojo Funds,Check (with RAYE),2018 Q1,7533676
ZAYN,Dusk Till Dawn - Radio Edit,2018 Q1,7377703
Kendrick Lamar,HUMBLE.,2018 Q1,7334718
Michelle Williams,Tightrope,2018 Q1,7289359
Yxng Bane,Rihanna,2018 Q1,7211965
Luis Fonsi,Despacito - Remix,2018 Q1,6971260
Clean Bandit,Symphony (feat. Zara Larsson),2018 Q1,6955174
Ed Sheeran,Galway Girl,2018 Q1,6931754
Ed Sheeran,Castle on the Hill,2018 Q1,6797087
M.O,Bad Vibe,2018 Q1,6750280
Khalid,Love Lies (with Normani),2018 Q1,6697342
Yungen,Bestie (feat. Yxng Bane),2018 Q1,6633418
Logic,1-800-273-8255,2018 Q1,6499493
CLiQ,Wavey (feat. Alika),2018 Q1,6410356
Avicii,Lonely Together (feat. Rita Ora),2018 Q1,6157421
Drake,One Dance,2018 Q1,6088133
DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),2018 Q1,6073611
J Hus,Did You See,2018 Q1,6070894
Sigala,Came Here for Love,2018 Q1,6064884
Austyn Johnson,A Million Dreams (Reprise),2018 Q1,6054060
Tom Walker,Leave a Light On,2018 Q1,5890922
George Ezra,Paradise,2018 Q1,5838546
Cardi B,Bartier Cardi (feat. 21 Savage),2018 Q1,5738208
James Arthur,Say You Won't Let Go,2018 Q1,5642678
Post Malone,Candy Paint,2018 Q1,5585866
Lil Pump,Gucci Gang,2018 Q1,5572672
21 Savage,Bank Account,2018 Q1,5563553
Migos,Stir Fry,2018 Q1,5533583
Not3s,Aladdin,2018 Q1,5465170
CNCO,Reggaetón Lento (Remix),2018 Q1,5425648
Travis Scott,BUTTERFLY EFFECT,2018 Q1,5365182
Oasis,Wonderwall - Remastered,2018 Q1,5343289
Offset,Ric Flair Drip (& Metro Boomin),2018 Q1,5336642
Kendrick Lamar,All The Stars (with SZA),2018 Q1,5333041
Demi Lovato,Sorry Not Sorry,2018 Q1,5310109
Loren Allred,Never Enough (Reprise),2018 Q1,5246091
Oasis,Don't Look Back in Anger - Remastered,2018 Q1,5243038
Arctic Monkeys,Fluorescent Adolescent,2018 Q1,5152267
Cardi B,Bodak Yellow,2018 Q1,5117821
The Kooks,Naive,2018 Q1,5095077
G-Eazy,No Limit,2018 Q1,5086924
Maroon 5,What Lovers Do (feat. SZA),2018 Q1,5085187
P!nk,What About Us,2018 Q1,5079065
TOTO,Africa,2018 Q1,5071346
The Chainsmokers,Something Just Like This,2018 Q1,5046778
Rita Ora,Your Song,2018 Q1,5044255
XXXTENTACION,Jocelyn Flores,2018 Q1,5041534
Ed Sheeran,Happier,2018 Q1,4959909
Daryl Hall & John Oates,You Make My Dreams (Come True),2018 Q1,4947374
Khalid,Location,2018 Q1,4945075
Chris Brown,Questions,2018 Q1,4905204
Sigala,Lullaby,2018 Q1,4818394
Kendrick Lamar,All The Stars (with SZA),2018 Q1,4795876
Troye Sivan,My My My!,2018 Q1,4777067
R. Kelly,Ignition - Remix,2018 Q1,4759321
Hardy Caprio,Unsigned,2018 Q1,4750973
Arctic Monkeys,Do I Wanna Know?,2018 Q1,4750237
Childish Gambino,Redbone,2018 Q1,4694688
Craig David,I Know You,2018 Q1,4640344
Shawn Mendes,There's Nothing Holdin' Me Back,2018 Q1,4623864
Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",2018 Q1,4573337
The Kooks,She Moves In Her Own Way,2018 Q1,4528306
Ariana Grande,One Last Time,2018 Q1,4478371
Liam Payne,Strip That Down,2018 Q1,4427812
James Hype,More Than Friends,2018 Q1,4417763
Nina Nesbitt,Somebody Special,2018 Q1,4390170
Ed Sheeran,Supermarket Flowers,2018 Q1,4356403
Hailee Steinfeld,Capital Letters,2018 Q1,4351537
Post Malone,Go Flex,2018 Q1,4341467
Ed Sheeran,Thinking out Loud,2018 Q1,4304243
Lil Dicky,Freaky Friday (feat. Chris Brown),2018 Q1,4279532
Maggie Lindemann,Pretty Girl - Cheat Codes X CADE Remix,2018 Q1,4276243
Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",2018 Q1,4206504
Post Malone,White Iverson,2018 Q1,4183082
Rak-Su,Dimelo (feat. Wyclef Jean & Naughty Boy) - X Factor Recording,2018 Q1,4150712
Liam Payne,Bedroom Floor,2018 Q1,4092949
GRM Daily,YRF (feat. Fredo & Not3s),2018 Q1,4075546
SL,Tropical,2018 Q1,4066924
Travis Scott,goosebumps,2018 Q1,4055825
The Chainsmokers,Sick Boy,2018 Q1,4010866
Snow Patrol,Chasing Cars,2018 Q1,4009727
J Hus,Spirit,2018 Q1,4001946
Beyoncé,Halo,2018 Q1,3988284
Jonas Blue,Mama,2018 Q1,3962548
David Guetta,Dirty Sexy Money (feat. Charli XCX & French Montana),2018 Q1,3917594
Migos,Walk It Talk It,2018 Q1,3886378
Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",2018 Q1,3869132
The Chainsmokers,Sick Boy,2018 Q1,3846006
Foster The People,Pumped Up Kicks,2018 Q1,3844480
"Earth, Wind & Fire",September,2018 Q1,3842601
Lotto Boyzz,No Don,2018 Q1,3818273
Camila Cabello,Havana (feat. Young Thug),2018 Q1,3795511
XXXTENTACION,SAD!,2018 Q1,3768657
Drake,Diplomatic Immunity,2018 Q1,3750455
Ed Sheeran,Photograph,2018 Q1,3738023
Charli XCX,Out of My Head (feat. Tove Lo and ALMA),2018 Q1,3556890
Charlie Puth,Attention,2018 Q1,3507409
Kanye West,Gold Digger,2018 Q1,3488890
Vance Joy,Riptide,2018 Q1,3474695
Dave,Hangman,2018 Q1,3424323
Jax Jones,You Don't Know Me - Radio Edit,2018 Q1,3378189
Little Mix,Is Your Love Enough?,2018 Q1,3349872
Migos,MotorSport,2018 Q1,3343876
Post Malone,rockstar,2018 Q1,3329405
Calvin Harris,Nuh Ready Nuh Ready (feat. PARTYNEXTDOOR),2018 Q1,3301787
Kendrick Lamar,LOVE. FEAT. ZACARI.,2018 Q1,3275311
RAYE,Cigarette,2018 Q1,3246301
Stormzy,Big For Your Boots,2018 Q1,3245148
DJ Khaled,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",2018 Q1,3242417
Matt Terry,Sucker for You,2018 Q1,3229400
SZA,The Weekend - Funk Wav Remix,2018 Q1,3145469
Imagine Dragons,Thunder,2018 Q1,3142738
Florence + The Machine,You've Got The Love,2018 Q1,3119079
Justin Timberlake,Filthy,2018 Q1,3059135
Dave,Samantha,2018 Q1,3043396
Not3s,My Lover,2018 Q1,3034898
Lil Skies,Nowadays (feat. Landon Cube),2018 Q1,3015287
Drake,Passionfruit,2018 Q1,2944823
MoStack,What I Wanna,2018 Q1,2942818
Alan Walker,All Falls Down (feat. Juliander),2018 Q1,2939495
Little Mix,Power (feat. Stormzy),2018 Q1,2905031
5 Seconds of Summer,Want You Back,2018 Q1,2895444
Taylor Swift,End Game,2018 Q1,2888609
Julia Michaels,Heaven,2018 Q1,2870706
Zedd,The Middle,2018 Q1,2849384
James Bay,Wild Love,2018 Q1,2820674
Kanye West,Stronger,2018 Q1,2804330
Imagine Dragons,Believer,2018 Q1,2795611
Years & Years,Sanctify,2018 Q1,2734907
Rag'n'Bone Man,Human,2018 Q1,2626117
Hardy Caprio,Rapper,2018 Q1,2600114
One Bit,My Way,2018 Q1,2586469
Migos,Narcos,2018 Q1,2580885
The Wombats,Cheetah Tongue,2018 Q1,2575376
Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",2018 Q1,2569896
Drake,Passionfruit,2018 Q1,2542536
ScHoolboy Q,X (with 2 Chainz & Saudi),2018 Q1,2539848
J Hus,Fisherman (feat. MoStack & MIST),2018 Q1,2521857
HRVY,Personal,2018 Q1,2454528
Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),2018 Q1,2446789
XXXTENTACION,SAD!,2018 Q1,2394234
MIST,Game Changer,2018 Q1,2380081
Logic,Everyday,2018 Q1,2361736
J Balvin,Mi Gente,2018 Q1,2268661
Little Mix,Shout Out to My Ex,2018 Q1,2259281
David Guetta,Like I Do,2018 Q1,2240643
George Ezra,Paradise,2018 Q1,2230765
Sam Smith,One Last Song,2018 Q1,2215172
Scouting For Girls,She's So Lovely,2018 Q1,2182438
Imagine Dragons,Thunder,2018 Q1,2177971
Imagine Dragons,Believer,2018 Q1,2143742
Sean Paul,Mad Love,2018 Q1,2135123
Giggs,Linguo,2018 Q1,2099821
Eminem,Walk On Water (feat. Beyoncé),2018 Q1,2060808
P!nk,Beautiful Trauma,2018 Q1,2051359
Demi Lovato,Tell Me You Love Me,2018 Q1,2041885
Khalid,The Ways (with Swae Lee),2018 Q1,1994336
Future,Mask Off,2018 Q1,1991501
Two Door Cinema Club,What You Know,2018 Q1,1986427
Hardy Caprio,Rapper,2018 Q1,1980302
XXXTENTACION,Moonlight,2018 Q1,1958218
The Chainsmokers,Closer,2018 Q1,1914436
Jorja Smith,I Am,2018 Q1,1911115
Lil Xan,Betrayed,2018 Q1,1901703
JP Cooper,September Song,2018 Q1,1891230
Drake,Signs,2018 Q1,1869653
Fleetwood Mac,Everywhere - 2017 Remaster,2018 Q1,1859132
Luis Fonsi,Échame La Culpa,2018 Q1,1856246
Fuse ODG,Boa Me (feat. Ed Sheeran & Mugeez),2018 Q1,1841761
Not3s,Sit Back Down (feat. Maleek Berry),2018 Q1,1829291
Taylor Swift,Look What You Made Me Do,2018 Q1,1810866
Migos,MotorSport,2018 Q1,1799234
Shawn Mendes,In My Blood,2018 Q1,1681959
Justin Bieber,Friends (with BloodPop®),2018 Q1,1664369
Hardy Caprio,Unsigned,2018 Q1,1651172
Sam Smith,Pray,2018 Q1,1633559
Camila Cabello,Never Be the Same,2018 Q1,1631159
Shakka,Man Down (feat. AlunaGeorge),2018 Q1,1583276
NSG,Yo Darlin',2018 Q1,1542865
Red Hot Chili Peppers,Can't Stop,2018 Q1,1516470
Camila Cabello,Real Friends,2018 Q1,1504582
Kendrick Lamar,Big Shot (with Travis Scott),2018 Q1,1463474
M-22,First Time,2018 Q1,1455076
DJ Khaled,"Top Off (feat. JAY Z, Future & Beyoncé)",2018 Q1,1446952
Bastille,World Gone Mad,2018 Q1,1412358
MIST,Game Changer,2018 Q1,1404389
Kendrick Lamar,DNA.,2018 Q1,1338193
Yxng Bane,Vroom,2018 Q1,1334784
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),2018 Q1,1331787
Logic,44 More,2018 Q1,1313226
The Chainsmokers,Sick Boy,2018 Q1,1310817
Rich The Kid,Plug Walk,2018 Q1,1301481
Anne-Marie,Then,2018 Q1,1294462
Kendrick Lamar,Black Panther,2018 Q1,1283172
Eurythmics,Sweet Dreams (Are Made of This) - Remastered,2018 Q1,1273239
Nightcrawlers,Push The Feeling (feat. Big Narstie),2018 Q1,1270115
Kygo,Stargazing,2018 Q1,1229497
Not3s,Addison Lee (Peng Ting Called Maddison),2018 Q1,1227282
The White Stripes,Seven Nation Army,2018 Q1,1222588
Yungen,Mind On It (feat. Jess Glynne),2018 Q1,1194314
XXXTENTACION,changes,2018 Q1,1169354
Fredo,Rappin' & Trappin',2018 Q1,1130963
Banx & Ranx,Answerphone (feat. Yxng Bane),2018 Q1,1129924
XXXTENTACION,the remedy for a broken heart (why am I so in love),2018 Q1,1120031
Kendrick Lamar,All The Stars (with SZA),2018 Q1,1098598
Justin Timberlake,Filthy,2018 Q1,1079311
Dua Lipa,Be the One,2018 Q1,996937
Martin Jensen,Solo Dance,2018 Q1,992562
Ed Sheeran,Dive,2018 Q1,988568
Niall Horan,Slow Hands,2018 Q1,974915
Camila Cabello,Crying in the Club,2018 Q1,962778
WALK THE MOON,Shut Up and Dance,2018 Q1,958001
James Bay,Let It Go,2018 Q1,944621
Vince Staples,Opps (with Yugen Blakrok),2018 Q1,942705
Yxng Bane,Fine Wine,2018 Q1,937939
The Chainsmokers,Everybody Hates Me,2018 Q1,935622
George Ezra,Shotgun,2018 Q1,925089
Migos,Notice Me,2018 Q1,922638
TLC,No Scrubs,2018 Q1,916441
XXXTENTACION,infinity (888) - feat. Joey Bada$$,2018 Q1,895852
Macklemore,Glorious (feat. Skylar Grey),2018 Q1,884318
SOB X RBE,Paramedic!,2018 Q1,875545
Charlie Puth,Done For Me (feat. Kehlani),2018 Q1,873323
XXXTENTACION,NUMB,2018 Q1,872449
Shawn Mendes,Lost In Japan,2018 Q1,865478
Kygo,Remind Me to Forget,2018 Q1,824925
Taylor Swift,Delicate,2018 Q1,808496
Logic,Contra,2018 Q1,806456
Logic,44 More,2018 Q1,805537
Migos,Gang Gang,2018 Q1,804006
XXXTENTACION,changes,2018 Q1,775969
Macklemore & Ryan Lewis,Can't Hold Us - feat. Ray Dalton,2018 Q1,738424
The Cranberries,Zombie,2018 Q1,723617
Journey,Don't Stop Believin',2018 Q1,720096
George Ezra,Budapest,2018 Q1,675499
The Goo Goo Dolls,Iris,2018 Q1,672510
George Ezra,Pretty Shining People,2018 Q1,664551
Ed Sheeran,What Do I Know?,2018 Q1,661747
George Ezra,Hold My Girl,2018 Q1,660048
Imagine Dragons,Next To Me,2018 Q1,657372
AJ Tracey,Mimi,2018 Q1,647960
Taylor Swift,Gorgeous,2018 Q1,645724
Panic! At The Disco,Say Amen (Saturday Night),2018 Q1,637402
RAYE,Decline - Remix,2018 Q1,632663
Maroon 5,Wait,2018 Q1,623518
Martin Solveig,Places,2018 Q1,623176
Eminem,Believe,2018 Q1,621265
Julia Michaels,Issues,2018 Q1,616990
Krept & Konan,Wo Wo Wo,2018 Q1,616789
Logic,Everyday,2018 Q1,614276
